pago_id,user_id,fecha_pago,monto,metodo_pago,fraude
42,1018,2024-02-01,107.32,Tarjeta Crédito,0
43,3396,2023-06-20,70.75,PayPal,0
44,2455,2024-07-16,68.62,Tarjeta Crédito,0
45,4582,2023-05-21,190.51,Débito,0
46,2421,2023-07-21,10.3,Tarjeta Crédito,0
47,4852,2023-06-11,133.14,Tarjeta Crédito,0
48,1237,2023-03-13,86.66,Tarjeta Crédito,0
49,2961,2024-06-12,4.61,Débito,0
50,3237,2023-06-08,10.22,Débito,0
51,4736,2024-02-23,34.31,Tarjeta Crédito,0
52,4958,2023-08-29,4.71,Débito,0
53,41,2023-05-19,6.32,Débito,0
54,1747,2024-07-16,19.66,Débito,0
55,3154,2023-06-18,99.42,Tarjeta Crédito,0
56,3961,2023-11-06,49.1,Débito,0
57,3544,2023-10-17,46.19,Tarjeta Crédito,0
58,2603,2023-12-08,41.57,Tarjeta Crédito,0
59,4884,2023-11-19,33.15,Tarjeta Crédito,0
60,173,2024-01-08,27.61,Tarjeta Crédito,0
61,4269,2023-05-27,62.99,Débito,0
62,1794,2024-04-22,23.87,Débito,0
63,552,2024-08-10,21.08,Tarjeta Crédito,0
64,402,2023-07-05,49.15,Débito,0
65,4845,2023-12-15,57.08,Tarjeta Crédito,0
66,1977,2023-05-04,47.34,Tarjeta Crédito,0
67,4334,2024-02-09,39.05,Débito,0
68,39,2023-04-25,37.45,PayPal,0
69,3682,2024-04-23,4.65,Débito,0
70,2942,2024-03-03,36.17,Tarjeta Crédito,0
71,2147,2023-04-03,63.87,Tarjeta Crédito,0
72,1465,2023-10-31,69.64,Tarjeta Crédito,0
73,482,2023-08-23,0.74,Débito,0
74,825,2023-03-26,23.62,Tarjeta Crédito,0
75,1773,2023-04-12,0.17,Tarjeta Crédito,0
76,119,2023-01-19,26.04,Débito,0
77,4442,2023-12-07,50.13,Crypto,0
78,1508,2023-03-22,94.64,Crypto,0
79,4471,2023-06-17,40.47,Débito,0
80,3261,2023-08-21,119.48,Tarjeta Crédito,0
81,641,2023-11-04,98.31,Tarjeta Crédito,0
82,625,2023-08-10,20.15,PayPal,0
83,2858,2024-02-13,9.8,Tarjeta Crédito,0
84,2063,2024-02-26,20.25,Tarjeta Crédito,0
85,435,2023-06-23,37.55,Crypto,0
86,4092,2023-01-06,30.83,Tarjeta Crédito,0
87,1939,2024-08-08,8.63,Tarjeta Crédito,0
88,1668,2023-01-18,44.59,Débito,0
89,1439,2024-03-09,62.69,Tarjeta Crédito,0
90,2908,2023-10-15,9.09,PayPal,1
91,1591,2023-10-10,5.41,Tarjeta Crédito,0
92,2382,2023-12-29,37.2,PayPal,1
93,2459,2023-03-18,116.32,PayPal,0
94,4189,2023-11-24,14.05,PayPal,0
95,3077,2024-03-25,148.01,Tarjeta Crédito,0
96,1272,2024-06-12,40.36,Tarjeta Crédito,0
97,2774,2024-06-29,97.16,Débito,0
98,4626,2023-07-10,67.46,Débito,0
99,146,2023-01-09,31.34,Débito,0
100,1618,2023-04-06,86.59,Tarjeta Crédito,0
101,2400,2023-01-19,124.17,Tarjeta Crédito,0
102,4973,2024-05-07,17.16,Débito,0
103,1950,2024-02-03,93.86,Tarjeta Crédito,0
104,3728,2024-03-26,29.93,Débito,0
105,1342,2024-06-19,55.58,Tarjeta Crédito,0
106,1865,2023-02-24,4.3,Tarjeta Crédito,0
107,3064,2024-07-22,166.16,Tarjeta Crédito,0
108,1910,2024-01-27,47.49,Débito,0
109,1173,2024-04-05,4.29,Crypto,0
110,3884,2023-11-08,61.28,PayPal,0
111,98,2023-05-06,38.62,Débito,0
112,4072,2024-04-03,78.24,Tarjeta Crédito,0
113,199,2024-06-12,15.96,PayPal,0
114,381,2023-07-05,73.27,Tarjeta Crédito,0
115,318,2023-12-08,11.41,Tarjeta Crédito,0
116,3880,2023-12-09,53.12,Débito,0
117,344,2024-04-23,12.08,PayPal,0
118,2704,2023-11-15,73.41,Tarjeta Crédito,0
119,2865,2024-05-02,95.33,Tarjeta Crédito,0
120,4900,2023-05-09,14.56,PayPal,1
121,3747,2024-04-19,41.2,Débito,0
122,2999,2023-08-04,25.05,PayPal,0
123,4793,2024-07-24,75.82,Tarjeta Crédito,0
124,587,2023-02-13,39.06,Tarjeta Crédito,0
125,2800,2024-06-13,22.5,Débito,0
126,858,2023-04-26,3.2,PayPal,0
127,3995,2024-03-28,12.96,Débito,0
128,499,2024-05-20,4.91,Tarjeta Crédito,0
129,2815,2023-09-23,61.49,Débito,0
130,2492,2023-12-28,25.55,PayPal,0
131,1381,2023-09-17,69.03,Tarjeta Crédito,0
132,1556,2023-09-14,8.35,Tarjeta Crédito,1
133,1694,2023-01-24,0.47,Tarjeta Crédito,0
134,1919,2023-08-21,57.68,Débito,0
135,3199,2023-01-24,29.67,Débito,0
136,3831,2023-04-09,196.74,PayPal,0
137,114,2023-12-14,14.0,Tarjeta Crédito,0
138,263,2023-09-01,20.2,Tarjeta Crédito,0
139,3783,2023-12-27,2.76,Débito,0
140,1518,2024-06-16,44.66,Crypto,0
141,3790,2024-03-06,158.78,Tarjeta Crédito,0
142,1153,2023-05-05,31.5,Tarjeta Crédito,0
143,2417,2024-05-21,82.1,Tarjeta Crédito,0
144,3651,2024-01-21,17.78,Débito,0
145,938,2024-07-27,4.07,Débito,0
146,2337,2023-06-10,27.21,Débito,0
147,572,2024-06-16,137.49,Tarjeta Crédito,0
148,3568,2024-06-05,46.71,Débito,0
149,2286,2024-01-10,41.48,Débito,0
150,1261,2023-06-16,20.17,Débito,0
151,388,2024-02-09,63.3,Tarjeta Crédito,0
152,4363,2024-01-15,45.59,Débito,0
153,1376,2023-05-23,43.69,Tarjeta Crédito,0
154,834,2024-03-23,20.52,Tarjeta Crédito,0
155,395,2023-04-02,56.59,Débito,0
156,3601,2024-01-10,1.88,Tarjeta Crédito,0
157,948,2023-10-19,57.0,Tarjeta Crédito,0
158,23,2024-04-15,22.87,Crypto,0
159,611,2023-11-26,32.21,Tarjeta Crédito,0
160,816,2023-06-04,11.9,Tarjeta Crédito,0
161,3247,2023-11-27,9.81,PayPal,0
162,2962,2023-02-02,33.12,Tarjeta Crédito,0
163,4345,2023-11-14,52.82,Débito,0
164,1899,2023-07-13,27.6,Débito,0
165,4222,2024-05-04,44.57,Crypto,0
166,3653,2023-11-27,6.88,Crypto,0
167,1699,2024-08-08,62.26,Débito,0
168,3235,2023-11-04,105.65,Tarjeta Crédito,0
169,1063,2023-07-12,145.1,Débito,0
170,3882,2023-09-10,154.61,Crypto,0
171,1498,2023-03-22,84.59,Débito,0
172,161,2023-05-18,14.75,Débito,0
173,2945,2023-10-11,32.0,Tarjeta Crédito,0
174,704,2024-07-12,26.86,Tarjeta Crédito,0
175,4952,2023-06-11,113.3,PayPal,0
176,4087,2023-06-03,32.5,Débito,0
177,513,2023-12-06,29.81,Débito,0
178,2584,2023-01-12,13.48,Tarjeta Crédito,0
179,4660,2024-06-14,44.4,Crypto,0
180,2663,2023-01-31,39.34,Débito,0
181,1727,2024-07-19,110.1,Tarjeta Crédito,0
182,3566,2023-02-13,31.32,Tarjeta Crédito,0
183,4871,2023-05-23,27.52,Tarjeta Crédito,0
184,1347,2024-03-05,54.64,Tarjeta Crédito,0
185,1890,2024-03-12,152.93,Crypto,0
186,2521,2024-05-21,39.67,Tarjeta Crédito,0
187,1826,2024-06-13,48.11,Tarjeta Crédito,0
188,738,2023-09-19,104.73,Crypto,0
189,2062,2023-04-13,5.37,Débito,0
190,800,2023-04-23,31.66,Débito,0
191,439,2023-06-17,5.36,Tarjeta Crédito,0
192,3113,2024-07-21,29.84,Débito,0
193,1776,2023-09-04,45.27,Débito,0
194,2736,2024-07-27,61.96,Débito,0
195,2732,2024-01-31,11.82,Débito,0
196,64,2023-02-04,63.25,Tarjeta Crédito,0
197,3736,2024-05-17,33.04,Tarjeta Crédito,0
198,1522,2024-06-17,26.18,Crypto,0
199,3574,2023-02-08,60.76,PayPal,0
200,2280,2024-07-26,6.55,PayPal,0
201,3404,2023-05-24,26.92,Tarjeta Crédito,0
202,239,2023-12-15,155.0,Débito,0
203,4165,2023-07-28,28.78,Débito,0
204,255,2023-04-27,9.97,PayPal,0
205,3339,2024-07-09,48.39,Tarjeta Crédito,0
206,1616,2023-01-17,135.32,Débito,0
207,576,2023-06-14,2.11,Crypto,0
208,1504,2023-02-24,4.83,Crypto,0
209,2182,2023-09-25,38.25,Débito,0
210,4801,2024-01-06,18.8,Tarjeta Crédito,0
211,3245,2023-02-15,25.3,Tarjeta Crédito,0
212,4857,2023-08-28,4.41,PayPal,0
213,4180,2023-06-16,116.58,PayPal,0
214,2810,2024-01-31,116.5,Tarjeta Crédito,0
215,1978,2024-06-02,149.74,Tarjeta Crédito,1
216,199,2023-07-10,98.67,Débito,0
217,4047,2024-04-19,145.46,Débito,0
218,2363,2023-04-28,92.22,Débito,0
219,4337,2023-04-15,90.31,Débito,0
220,1722,2023-05-24,71.02,PayPal,0
221,305,2024-06-22,213.29,PayPal,0
222,528,2024-08-10,125.91,Tarjeta Crédito,0
223,4653,2024-06-06,12.71,Tarjeta Crédito,0
224,1317,2023-01-14,9.42,Débito,0
225,2687,2023-05-24,150.28,Débito,0
226,3249,2023-09-13,91.25,Tarjeta Crédito,1
227,824,2024-05-17,7.99,Débito,0
228,4217,2024-05-06,6.69,PayPal,0
229,3465,2024-07-19,52.37,Débito,0
230,199,2024-03-27,166.9,Débito,0
231,2532,2024-04-02,43.13,Tarjeta Crédito,0
232,4329,2024-03-16,43.57,Tarjeta Crédito,0
233,299,2023-04-26,19.04,PayPal,0
234,4256,2024-04-02,0.98,Tarjeta Crédito,0
235,4433,2023-10-24,97.25,Débito,0
236,751,2023-06-12,35.83,PayPal,0
237,1911,2023-09-19,9.62,PayPal,0
238,129,2024-07-16,214.79,Tarjeta Crédito,0
239,2139,2024-05-21,9.49,Tarjeta Crédito,0
240,2497,2023-08-14,12.64,Tarjeta Crédito,1
241,2103,2023-04-02,0.8,PayPal,0
242,3238,2023-11-08,4.08,PayPal,0
243,3017,2024-01-03,49.48,Tarjeta Crédito,0
244,2063,2024-02-18,3.62,Débito,0
245,3049,2023-04-23,17.49,Tarjeta Crédito,0
246,3245,2023-02-23,15.14,Tarjeta Crédito,0
247,2293,2023-02-02,37.23,PayPal,0
248,4894,2024-02-06,36.92,Tarjeta Crédito,0
249,2181,2023-10-15,47.99,Tarjeta Crédito,0
250,3296,2023-11-21,12.67,PayPal,1
251,1915,2023-01-24,13.91,Tarjeta Crédito,0
252,3609,2024-06-01,40.99,PayPal,0
253,4579,2024-07-31,62.81,Tarjeta Crédito,0
254,613,2024-07-07,43.96,Tarjeta Crédito,0
255,1146,2024-01-25,21.75,Débito,0
256,2625,2023-12-14,53.0,Tarjeta Crédito,0
257,3529,2024-07-02,37.7,Tarjeta Crédito,0
258,4263,2023-11-12,73.12,Débito,0
259,128,2024-02-10,327.4,Tarjeta Crédito,0
260,3428,2023-02-04,9.88,PayPal,0
261,2643,2023-06-14,7.22,Tarjeta Crédito,0
262,2570,2023-04-23,26.67,PayPal,0
263,1866,2024-01-31,97.35,Tarjeta Crédito,0
264,206,2024-07-31,11.04,Crypto,0
265,3002,2024-02-03,16.81,Tarjeta Crédito,1
266,879,2023-01-29,100.72,PayPal,0
267,2724,2023-08-05,45.59,Débito,0
268,1258,2024-04-03,8.66,Tarjeta Crédito,0
269,2850,2023-11-14,1.6,Tarjeta Crédito,0
270,4310,2023-08-11,61.0,Tarjeta Crédito,1
271,4905,2023-04-09,74.34,PayPal,0
272,759,2023-05-05,43.64,Tarjeta Crédito,0
273,2306,2024-06-26,64.15,Débito,0
274,1723,2023-11-14,23.57,Débito,0
275,2175,2023-06-18,5.84,Débito,0
276,3196,2023-09-05,13.59,Tarjeta Crédito,0
277,1811,2023-12-05,7.96,Débito,0
278,3099,2023-07-12,48.29,Débito,0
279,1019,2023-12-07,24.72,Tarjeta Crédito,0
280,487,2024-07-30,10.35,Tarjeta Crédito,0
281,2859,2023-01-23,129.56,PayPal,0
282,1378,2023-09-29,46.19,Débito,0
283,693,2023-06-07,6.51,Débito,0
284,3958,2023-02-01,27.07,Débito,1
285,2862,2024-08-06,17.77,Débito,0
286,4266,2023-03-08,110.72,Tarjeta Crédito,0
287,1658,2023-06-03,50.87,Débito,0
288,2309,2024-02-25,12.63,Tarjeta Crédito,0
289,1811,2024-04-14,17.83,Tarjeta Crédito,0
290,2115,2023-10-28,36.6,Tarjeta Crédito,0
291,1735,2023-10-09,49.65,Tarjeta Crédito,0
292,2359,2023-10-19,100.98,PayPal,0
293,1832,2023-05-12,123.89,Débito,0
294,817,2024-04-03,19.37,Tarjeta Crédito,0
295,4183,2023-10-25,84.93,Crypto,0
296,2212,2023-10-03,30.24,Tarjeta Crédito,0
297,2190,2024-03-13,97.85,Tarjeta Crédito,1
298,311,2023-06-05,9.37,Tarjeta Crédito,0
299,4969,2023-10-02,82.09,PayPal,0
300,4152,2023-01-18,86.52,PayPal,0
301,4199,2023-06-15,39.0,Tarjeta Crédito,0
302,745,2024-02-07,20.5,Débito,0
303,393,2024-02-08,8.89,Tarjeta Crédito,0
304,2458,2023-04-26,74.43,PayPal,0
305,2813,2023-10-27,40.94,PayPal,0
306,933,2023-09-06,21.17,Débito,0
307,1211,2024-07-13,49.5,Tarjeta Crédito,0
308,296,2024-04-30,6.49,PayPal,0
309,4057,2023-03-08,103.51,Débito,0
310,1791,2023-10-06,6.84,Débito,0
311,785,2023-09-02,81.24,Tarjeta Crédito,1
312,4710,2024-07-22,12.61,Tarjeta Crédito,0
313,2526,2023-12-06,20.46,Débito,0
314,3595,2023-07-08,130.03,Débito,0
315,15,2024-03-24,181.75,Tarjeta Crédito,1
316,3401,2023-06-29,95.45,Tarjeta Crédito,0
317,497,2023-07-10,1.3,Débito,0
318,2500,2024-08-16,59.35,Tarjeta Crédito,0
319,3849,2024-08-22,13.88,Débito,0
320,733,2024-06-22,89.83,Tarjeta Crédito,0
321,574,2024-06-07,5.31,PayPal,0
322,2350,2024-08-06,10.71,Débito,0
323,4497,2024-05-19,8.56,Tarjeta Crédito,0
324,3496,2023-03-18,34.91,Tarjeta Crédito,0
325,2423,2023-01-22,44.07,Débito,0
326,2814,2024-01-03,33.1,PayPal,0
327,4642,2024-03-01,2.13,Débito,0
328,1388,2024-06-27,50.59,Tarjeta Crédito,0
329,3265,2024-08-18,7.88,Débito,1
330,3796,2024-04-17,5.31,Tarjeta Crédito,0
331,3137,2023-01-08,17.37,Tarjeta Crédito,1
332,2007,2024-08-05,9.82,Crypto,0
333,3421,2024-03-18,0.08,Tarjeta Crédito,0
334,2580,2024-03-03,6.81,Débito,0
335,1764,2023-07-25,119.47,Tarjeta Crédito,0
336,3787,2023-02-27,115.48,PayPal,0
337,3635,2023-09-10,43.68,Tarjeta Crédito,0
338,1165,2024-05-16,98.14,Tarjeta Crédito,0
339,4480,2024-03-15,51.42,Tarjeta Crédito,0
340,1965,2024-02-26,17.59,Débito,0
341,4916,2024-04-04,165.15,Tarjeta Crédito,0
342,3293,2023-02-10,3.77,Tarjeta Crédito,0
343,923,2024-01-01,96.89,Tarjeta Crédito,0
344,295,2023-08-31,44.42,Crypto,0
345,4818,2023-11-24,87.39,Tarjeta Crédito,0
346,688,2023-04-17,89.94,Tarjeta Crédito,0
347,2771,2023-12-24,42.36,Débito,0
348,1363,2024-06-05,38.02,Tarjeta Crédito,0
349,4158,2023-04-15,66.06,Débito,0
350,2295,2023-08-19,45.22,Tarjeta Crédito,0
351,4863,2024-03-14,84.97,Tarjeta Crédito,0
352,2321,2023-03-05,47.99,Tarjeta Crédito,0
353,1069,2023-04-01,14.08,Tarjeta Crédito,0
354,2139,2024-03-02,51.65,Tarjeta Crédito,0
355,1442,2023-10-06,17.63,Tarjeta Crédito,0
356,3330,2024-05-09,78.21,Tarjeta Crédito,0
357,3204,2023-05-02,100.95,Tarjeta Crédito,1
358,2764,2023-12-21,88.86,Débito,0
359,3137,2023-08-10,35.52,Débito,0
360,732,2023-08-26,41.77,Débito,0
361,1791,2023-10-01,6.43,Tarjeta Crédito,0
362,4318,2023-01-07,20.53,Débito,0
363,1004,2024-07-25,0.88,PayPal,0
364,948,2023-09-22,131.08,Débito,0
365,2230,2024-05-02,8.1,Tarjeta Crédito,0
366,3031,2023-03-27,33.01,Débito,1
367,1424,2024-04-02,9.44,Tarjeta Crédito,0
368,4820,2023-07-29,15.5,PayPal,0
369,514,2023-08-19,30.43,Tarjeta Crédito,0
370,4817,2023-01-02,17.44,Tarjeta Crédito,0
371,2663,2023-12-26,66.23,Tarjeta Crédito,0
372,1396,2023-04-13,14.16,Tarjeta Crédito,0
373,4906,2023-02-07,6.53,Crypto,0
374,2842,2023-06-28,29.78,Tarjeta Crédito,0
375,4362,2024-01-30,2.17,Tarjeta Crédito,0
376,826,2023-06-02,131.55,Tarjeta Crédito,0
377,2407,2024-04-29,57.76,Tarjeta Crédito,0
378,829,2023-06-03,10.6,PayPal,0
379,1352,2024-08-01,12.86,Débito,0
380,3444,2024-05-27,66.89,Débito,0
381,984,2023-09-25,170.3,Débito,0
382,4382,2024-05-01,39.91,PayPal,0
383,1291,2023-07-18,4.73,Tarjeta Crédito,0
384,1779,2023-02-01,20.82,Tarjeta Crédito,0
385,2569,2023-08-08,27.03,Débito,1
386,3303,2023-03-12,92.62,Tarjeta Crédito,0
387,2963,2023-01-26,67.45,PayPal,0
388,3261,2024-07-12,154.94,PayPal,0
389,412,2024-01-05,2.03,Tarjeta Crédito,0
390,3100,2024-07-25,95.72,Crypto,0
391,4900,2023-04-03,16.91,PayPal,0
392,3671,2023-06-06,13.13,Tarjeta Crédito,0
393,347,2023-05-19,82.87,Tarjeta Crédito,0
394,1794,2024-04-20,4.61,Débito,0
395,3070,2023-03-17,34.74,Tarjeta Crédito,0
396,1743,2023-06-02,5.12,Débito,0
397,4701,2023-02-22,9.62,Débito,0
398,1403,2024-06-16,36.82,Débito,0
399,4344,2023-03-09,50.64,Tarjeta Crédito,0
400,4206,2023-11-23,8.16,Tarjeta Crédito,0
401,4892,2024-06-02,44.86,Tarjeta Crédito,0
402,1,2024-05-10,8.64,Crypto,0
403,238,2023-10-09,18.42,Tarjeta Crédito,0
404,3125,2024-02-07,44.44,Tarjeta Crédito,0
405,1111,2024-06-27,27.91,Tarjeta Crédito,0
406,174,2023-01-05,4.72,Tarjeta Crédito,0
407,497,2024-02-16,49.0,PayPal,0
408,2407,2024-03-09,44.28,Tarjeta Crédito,0
409,3240,2023-02-01,7.88,Débito,0
410,4950,2023-01-17,51.68,Tarjeta Crédito,0
411,1383,2024-05-17,3.44,Tarjeta Crédito,0
412,664,2024-02-08,23.54,Tarjeta Crédito,0
413,519,2024-04-04,35.57,PayPal,0
414,1003,2023-06-24,21.18,Tarjeta Crédito,0
415,2374,2023-07-27,28.13,PayPal,0
416,3563,2023-07-28,129.85,Tarjeta Crédito,0
417,792,2023-03-17,37.92,PayPal,0
418,4902,2024-08-20,6.03,Débito,0
419,4998,2024-04-06,17.66,Tarjeta Crédito,0
420,4513,2024-05-30,154.73,PayPal,0
421,4176,2024-01-19,53.66,Tarjeta Crédito,0
422,4326,2023-12-26,5.11,Tarjeta Crédito,0
423,871,2023-07-21,54.83,Tarjeta Crédito,0
424,3426,2024-05-23,28.93,Tarjeta Crédito,0
425,2002,2024-07-02,93.95,Crypto,0
426,4155,2024-07-03,74.17,Débito,0
427,234,2023-09-13,24.92,PayPal,0
428,4711,2024-06-06,6.39,Tarjeta Crédito,0
429,3811,2024-07-08,149.19,Débito,0
430,842,2024-02-28,8.25,Tarjeta Crédito,0
431,785,2023-12-30,30.88,Tarjeta Crédito,0
432,4798,2024-03-17,64.66,Débito,0
433,1896,2023-11-11,1.02,Débito,0
434,2825,2023-09-25,97.07,Tarjeta Crédito,0
435,815,2023-11-12,9.42,Crypto,0
436,1083,2023-06-10,60.27,Débito,0
437,2106,2024-03-24,64.05,Débito,0
438,2248,2024-03-13,20.76,Débito,0
439,2667,2024-06-27,83.32,Crypto,0
440,3877,2023-06-10,5.02,Tarjeta Crédito,0
441,3957,2023-06-10,57.43,Débito,0
442,2774,2023-10-06,69.41,Tarjeta Crédito,0
443,667,2024-07-01,55.69,Crypto,0
444,842,2023-10-22,7.86,Débito,0
445,1988,2024-07-04,51.65,Débito,0
446,2364,2023-04-08,12.28,Tarjeta Crédito,0
447,1905,2024-02-14,46.93,Tarjeta Crédito,0
448,16,2023-10-13,34.18,Débito,0
449,2999,2024-01-03,122.97,Tarjeta Crédito,0
450,2535,2024-06-22,8.61,Tarjeta Crédito,0
451,1553,2023-03-23,60.05,Tarjeta Crédito,0
452,3495,2024-03-13,39.43,Tarjeta Crédito,0
453,4463,2023-03-31,32.45,PayPal,0
454,10,2023-05-17,194.52,Débito,0
455,2319,2023-11-03,14.79,Tarjeta Crédito,0
456,225,2023-10-13,43.99,Débito,0
457,3687,2023-10-08,6.3,Débito,0
458,4291,2023-11-29,44.06,PayPal,1
459,2573,2023-06-24,71.32,Débito,0
460,969,2023-08-10,2.77,Tarjeta Crédito,0
461,3286,2023-07-07,60.29,Tarjeta Crédito,0
462,3079,2023-05-13,12.77,PayPal,0
463,2314,2024-07-14,23.41,Tarjeta Crédito,0
464,862,2023-04-17,39.38,Tarjeta Crédito,0
465,4983,2024-07-13,72.27,Débito,0
466,3943,2023-08-31,124.45,Débito,0
467,3713,2023-08-23,12.45,Tarjeta Crédito,0
468,1142,2023-07-08,6.19,Tarjeta Crédito,0
469,629,2023-04-04,21.66,Débito,0
470,377,2023-10-26,31.66,Tarjeta Crédito,0
471,3067,2023-07-10,20.97,Tarjeta Crédito,1
472,396,2024-02-29,9.13,PayPal,0
473,2750,2024-04-30,154.68,Débito,0
474,35,2024-01-02,8.19,Tarjeta Crédito,0
475,2590,2024-04-04,14.85,Tarjeta Crédito,0
476,4234,2023-01-19,2.69,Débito,0
477,4522,2023-01-25,61.07,Tarjeta Crédito,0
478,4173,2023-02-06,67.47,Tarjeta Crédito,0
479,2247,2024-03-28,90.3,Tarjeta Crédito,0
480,864,2023-10-09,12.02,Tarjeta Crédito,0
481,4609,2023-08-02,37.85,Tarjeta Crédito,0
482,1292,2023-10-07,26.64,Débito,0
483,3607,2023-05-18,67.07,Débito,0
484,4207,2024-07-22,23.46,Tarjeta Crédito,0
485,154,2024-07-15,11.12,Débito,0
486,709,2024-06-22,55.62,PayPal,0
487,2217,2023-01-02,10.52,Tarjeta Crédito,0
488,403,2023-02-05,111.26,Tarjeta Crédito,0
489,2904,2024-03-08,5.23,Débito,0
490,1815,2024-05-23,83.89,Débito,0
491,515,2023-06-21,18.85,PayPal,1
492,1252,2024-04-23,54.48,Débito,0
493,2369,2024-06-16,72.56,Tarjeta Crédito,0
494,2596,2024-03-13,1.31,Tarjeta Crédito,0
495,1390,2024-05-21,1.44,Tarjeta Crédito,0
496,3840,2023-04-29,4.73,Débito,0
497,344,2024-04-22,50.61,Tarjeta Crédito,0
498,1772,2024-02-25,111.92,PayPal,0
499,4532,2023-09-07,43.17,Tarjeta Crédito,0
500,182,2024-06-23,16.76,Tarjeta Crédito,0
501,4044,2024-01-14,96.64,Tarjeta Crédito,1
502,1039,2024-05-28,36.4,Tarjeta Crédito,0
503,3218,2024-07-29,19.4,Tarjeta Crédito,0
504,3158,2024-08-14,116.63,Tarjeta Crédito,0
505,3057,2024-04-21,32.24,Tarjeta Crédito,0
506,2604,2023-09-07,43.05,Tarjeta Crédito,0
507,3597,2024-08-07,56.18,Tarjeta Crédito,0
508,2382,2023-07-10,15.68,Débito,0
509,978,2023-02-21,74.56,Débito,0
510,1197,2024-01-23,28.12,Tarjeta Crédito,0
511,3529,2023-06-23,141.82,Tarjeta Crédito,0
512,1127,2023-05-26,115.88,Crypto,0
513,2117,2024-01-30,114.35,Tarjeta Crédito,0
514,2882,2023-07-30,123.43,Tarjeta Crédito,0
515,473,2024-03-02,3.61,Débito,1
516,1371,2024-06-04,60.1,Tarjeta Crédito,0
517,761,2023-12-10,21.09,Débito,0
518,284,2023-05-25,156.39,PayPal,0
519,3670,2023-02-17,81.26,Débito,0
520,1723,2024-06-16,9.28,PayPal,1
521,1190,2023-02-05,81.07,Tarjeta Crédito,0
522,2738,2024-07-30,41.0,Tarjeta Crédito,0
523,3599,2024-02-24,44.55,Tarjeta Crédito,0
524,2440,2024-08-19,11.02,Tarjeta Crédito,0
525,4892,2024-07-29,75.12,Crypto,0
526,4389,2023-03-04,72.71,Débito,0
527,4494,2024-07-05,24.58,Débito,0
528,4758,2023-04-17,85.37,Tarjeta Crédito,0
529,258,2023-03-16,120.95,PayPal,0
530,4608,2023-03-20,163.46,PayPal,0
531,2981,2023-02-12,60.98,Tarjeta Crédito,0
532,3253,2024-08-16,68.18,Tarjeta Crédito,0
533,1697,2023-01-02,34.04,Tarjeta Crédito,0
534,2299,2023-07-14,12.18,Débito,0
535,1689,2024-01-29,5.62,Tarjeta Crédito,0
536,2795,2023-05-18,180.6,Tarjeta Crédito,0
537,631,2024-03-06,12.73,Débito,0
538,3826,2024-05-10,92.17,Débito,0
539,963,2024-08-22,128.87,Tarjeta Crédito,0
540,275,2023-03-09,16.39,PayPal,0
541,2816,2024-03-18,2.08,Débito,0
542,1492,2024-05-23,72.93,Débito,0
543,1496,2023-01-13,35.71,Débito,0
544,2286,2023-07-05,0.57,Tarjeta Crédito,0
545,3668,2023-11-11,61.81,Tarjeta Crédito,0
546,3175,2024-07-31,37.81,PayPal,0
547,4011,2023-05-17,31.22,Débito,0
548,3287,2023-11-25,17.89,Débito,0
