user_id,pais,fecha_registro,canal_adquisicion
216,México,2023-08-19,Orgánico
217,Chile,2023-10-04,Facebook
218,Perú,2022-02-05,Facebook
219,México,2022-06-01,Facebook
220,Perú,2022-09-25,Referido
221,México,2022-02-07,Facebook
222,México,2023-08-20,Orgánico
223,Colombia,2023-12-02,Facebook
224,México,2023-07-03,Google Ads
225,Argentina,2023-07-08,Orgánico
226,México,2022-01-22,Facebook
227,Chile,2022-03-15,Facebook
228,Chile,2024-03-10,Referido
229,Chile,2022-06-11,Facebook
230,México,2023-10-19,Orgánico
231,Chile,2023-01-14,Facebook
232,México,2022-10-10,Google Ads
233,Colombia,2022-05-27,Referido
234,Colombia,2023-05-06,Google Ads
235,Chile,2023-10-04,Google Ads
236,México,2022-10-29,Google Ads
237,Argentina,2022-08-15,Google Ads
238,Chile,2023-06-24,Facebook
239,Colombia,2023-04-25,Google Ads
240,Argentina,2023-12-15,Referido
241,México,2022-11-27,Orgánico
242,Colombia,2022-10-27,Referido
243,Argentina,2023-07-14,Orgánico
244,Argentina,2022-04-13,Orgánico
245,Perú,2023-02-10,Orgánico
246,Perú,2023-09-20,Facebook
247,Colombia,2023-06-08,Facebook
248,Chile,2022-12-12,Facebook
249,México,2022-01-07,Facebook
250,Perú,2022-12-15,Orgánico
251,Colombia,2023-07-08,Referido
252,Chile,2022-06-09,Orgánico
253,México,2022-10-06,Facebook
254,Colombia,2022-09-13,Referido
255,Perú,2022-11-08,Google Ads
256,Perú,2023-02-16,Facebook
257,México,2024-02-26,Referido
258,México,2023-05-30,Google Ads
259,Chile,2023-09-23,Referido
260,Colombia,2023-08-09,Referido
261,Argentina,2022-02-11,Referido
262,Colombia,2022-10-19,Facebook
263,México,2022-04-11,Orgánico
264,Chile,2023-07-23,Google Ads
265,Chile,2023-08-10,Referido
266,Argentina,2023-10-22,Referido
267,Chile,2023-08-01,Orgánico
268,Chile,2023-09-14,Google Ads
269,Perú,2023-12-15,Orgánico
270,Argentina,2022-05-16,Referido
271,Colombia,2023-03-11,Referido
272,Colombia,2022-10-15,Google Ads
273,Colombia,2022-03-09,Orgánico
274,Argentina,2024-02-07,Orgánico
275,Colombia,2023-09-07,Referido
276,Chile,2023-07-25,Referido
277,Perú,2023-05-10,Orgánico
278,Perú,2022-09-23,Referido
279,Perú,2022-03-23,Referido
280,Colombia,2022-07-29,Google Ads
281,Argentina,2023-04-11,Orgánico
282,Colombia,2022-07-20,Facebook
283,Colombia,2023-04-22,Referido
284,Chile,2022-04-01,Facebook
285,Colombia,2023-06-06,Google Ads
286,México,2023-05-21,Facebook
287,México,2022-12-20,Orgánico
288,Argentina,2023-09-09,Referido
289,Perú,2023-09-13,Facebook
290,Colombia,2022-08-03,Facebook
291,Argentina,2022-02-02,Orgánico
292,Perú,2023-12-01,Orgánico
293,México,2022-05-19,Referido
294,Argentina,2023-02-03,Referido
295,Chile,2023-10-29,Referido
296,Argentina,2023-09-26,Orgánico
297,Perú,2022-10-09,Facebook
298,Chile,2022-04-29,Orgánico
299,Perú,2022-10-16,Facebook
300,Colombia,2023-07-19,Facebook
301,Perú,2023-06-22,Referido
302,Argentina,2023-08-01,Google Ads
303,Argentina,2023-08-02,Referido
304,Perú,2022-11-23,Referido
305,Chile,2023-04-06,Orgánico
306,Colombia,2022-06-19,Orgánico
307,México,2022-03-06,Orgánico
308,Colombia,2022-11-07,Orgánico
309,Chile,2022-12-11,Facebook
310,México,2022-10-12,Google Ads
311,Colombia,2023-11-16,Facebook
312,Perú,2023-11-22,Facebook
313,Argentina,2022-01-22,Facebook
314,Argentina,2023-11-25,Google Ads
315,Perú,2022-02-14,Google Ads
316,Chile,2023-03-16,Google Ads
317,Perú,2023-11-15,Orgánico
318,Perú,2023-12-24,Orgánico
319,Colombia,2022-07-14,Facebook
320,Colombia,2022-07-03,Google Ads
321,Colombia,2024-01-10,Referido
322,México,2022-11-05,Referido
323,Colombia,2022-09-10,Facebook
324,Chile,2023-08-16,Google Ads
325,Chile,2023-07-14,Facebook
326,Perú,2022-01-16,Google Ads
327,Perú,2022-03-02,Facebook
328,Perú,2022-04-25,Referido
329,Colombia,2023-08-30,Referido
330,Argentina,2022-01-02,Referido
331,Chile,2022-04-10,Google Ads
332,Colombia,2022-04-06,Orgánico
333,Perú,2022-05-21,Referido
334,Perú,2023-11-15,Facebook
335,Argentina,2023-02-06,Orgánico
336,Perú,2023-08-13,Orgánico
337,Argentina,2023-11-29,Facebook
338,Perú,2022-02-11,Orgánico
339,Chile,2022-12-12,Facebook
340,Argentina,2022-12-26,Orgánico
341,Perú,2023-10-13,Referido
342,Perú,2022-05-20,Google Ads
343,México,2023-01-01,Orgánico
344,Argentina,2023-06-01,Orgánico
345,México,2024-02-26,Facebook
346,Argentina,2022-11-04,Referido
347,Argentina,2022-04-14,Facebook
348,Argentina,2023-04-05,Google Ads
349,Argentina,2022-12-26,Referido
350,Perú,2024-02-07,Facebook
351,México,2022-09-25,Google Ads
352,México,2022-08-01,Referido
353,Argentina,2022-07-24,Facebook
354,Argentina,2022-07-15,Referido
355,Chile,2022-03-29,Facebook
356,Perú,2022-08-07,Facebook
357,Chile,2022-05-24,Google Ads
358,Colombia,2023-04-26,Referido
359,Chile,2023-05-11,Google Ads
360,Chile,2023-07-04,Google Ads
361,Argentina,2022-04-27,Facebook
362,Perú,2023-05-14,Orgánico
363,México,2023-10-18,Google Ads
364,Argentina,2022-01-16,Orgánico
365,Perú,2022-02-16,Google Ads
366,Argentina,2022-09-17,Google Ads
367,México,2022-03-24,Facebook
368,México,2023-06-27,Google Ads
369,Chile,2023-03-23,Orgánico
370,Perú,2023-06-10,Google Ads
371,Perú,2022-03-15,Google Ads
372,Argentina,2024-02-04,Orgánico
373,Perú,2022-05-16,Google Ads
374,Argentina,2023-06-18,Orgánico
375,Colombia,2022-04-11,Facebook
376,Perú,2022-08-25,Orgánico
377,Chile,2023-12-17,Google Ads
378,Perú,2023-06-28,Referido
379,Argentina,2023-07-23,Google Ads
380,México,2023-08-14,Referido
381,México,2023-03-23,Referido
382,Chile,2024-02-06,Referido
383,Chile,2022-07-20,Orgánico
384,México,2023-01-30,Facebook
385,Colombia,2023-07-14,Referido
386,Perú,2023-06-06,Referido
387,Argentina,2023-10-17,Orgánico
388,Perú,2024-02-25,Orgánico
389,México,2022-09-10,Google Ads
390,Colombia,2023-03-24,Referido
391,Chile,2022-02-27,Facebook
392,Chile,2023-01-10,Referido
393,Argentina,2023-08-21,Facebook
394,Chile,2022-05-07,Google Ads
395,Colombia,2023-06-13,Referido
396,Chile,2022-08-14,Referido
397,Argentina,2022-10-03,Orgánico
398,Perú,2023-10-06,Facebook
399,Argentina,2023-06-23,Facebook
400,Chile,2023-08-29,Orgánico
401,Chile,2023-12-20,Referido
402,Colombia,2024-02-14,Google Ads
403,Colombia,2023-09-11,Google Ads
404,Colombia,2023-08-14,Referido
405,Chile,2022-04-22,Google Ads
406,Chile,2023-06-02,Facebook
407,Argentina,2022-09-05,Facebook
408,Argentina,2023-01-21,Facebook
409,Argentina,2023-03-12,Orgánico
410,Colombia,2024-02-25,Facebook
411,México,2023-07-27,Google Ads
412,Perú,2023-09-15,Referido
413,Perú,2023-03-18,Orgánico
414,México,2023-03-11,Orgánico
415,Chile,2022-03-12,Referido
416,Colombia,2023-10-01,Facebook
417,Argentina,2023-04-29,Orgánico
418,Colombia,2024-03-01,Google Ads
419,Perú,2023-06-01,Facebook
420,Argentina,2022-09-29,Orgánico
421,Argentina,2024-03-06,Facebook
422,Perú,2022-08-06,Orgánico
423,Perú,2022-04-12,Referido
424,Argentina,2022-01-29,Facebook
425,México,2023-08-16,Orgánico
426,México,2022-04-29,Facebook
427,México,2022-12-18,Facebook
428,México,2022-06-04,Orgánico
429,Perú,2024-01-17,Referido
430,Argentina,2022-05-23,Orgánico
431,México,2022-06-10,Referido
432,Colombia,2024-02-16,Google Ads
433,Chile,2022-11-26,Orgánico
434,Perú,2022-11-23,Referido
435,Perú,2023-10-21,Google Ads
436,Colombia,2022-11-03,Facebook
437,México,2022-04-08,Google Ads
438,Perú,2023-03-27,Facebook
439,Chile,2024-02-29,Facebook
440,Colombia,2024-03-05,Google Ads
441,Perú,2022-08-26,Facebook
442,Colombia,2022-02-25,Google Ads
443,Perú,2023-08-10,Google Ads
444,Colombia,2023-10-08,Google Ads
445,Argentina,2023-11-13,Facebook
446,Chile,2023-04-01,Facebook
447,Argentina,2022-08-25,Orgánico
448,Chile,2023-07-29,Google Ads
449,Colombia,2022-09-02,Orgánico
450,Argentina,2022-07-15,Google Ads
451,Perú,2023-09-16,Referido
452,Chile,2024-03-08,Facebook
453,México,2022-01-18,Orgánico
454,Perú,2022-05-29,Orgánico
455,Colombia,2024-01-12,Google Ads
456,Colombia,2022-05-10,Facebook
457,Perú,2022-04-26,Referido
458,Perú,2022-04-24,Referido
459,Argentina,2024-02-06,Referido
460,México,2022-01-16,Google Ads
461,México,2023-09-19,Orgánico
462,Argentina,2023-10-29,Referido
463,Perú,2022-04-14,Facebook
464,Colombia,2023-07-02,Referido
465,México,2023-09-11,Orgánico
466,México,2023-07-08,Facebook
467,Chile,2022-12-29,Facebook
468,Chile,2022-06-29,Facebook
469,Argentina,2023-03-11,Facebook
470,México,2023-04-29,Referido
471,Colombia,2022-09-16,Referido
472,México,2022-03-30,Facebook
473,México,2022-04-05,Facebook
474,Perú,2023-10-13,Facebook
475,Chile,2022-10-15,Google Ads
476,Colombia,2023-07-11,Google Ads
477,Chile,2022-08-04,Google Ads
478,Perú,2023-08-12,Referido
479,Perú,2023-06-07,Referido
480,México,2022-01-14,Referido
481,Chile,2023-07-11,Orgánico
482,México,2023-12-20,Google Ads
483,Chile,2023-01-05,Facebook
484,Perú,2023-08-09,Referido
485,México,2023-04-28,Referido
486,Chile,2023-08-08,Referido
487,Argentina,2023-02-08,Orgánico
488,Perú,2023-05-26,Orgánico
489,Chile,2023-01-27,Orgánico
490,Perú,2023-01-07,Google Ads
491,Argentina,2023-05-09,Facebook
492,Colombia,2023-03-21,Facebook
493,Argentina,2023-04-24,Facebook
494,Colombia,2023-04-21,Referido
495,Argentina,2024-01-31,Orgánico
496,Colombia,2022-01-18,Facebook
497,Colombia,2023-05-27,Referido
498,Argentina,2022-01-15,Facebook
499,Perú,2023-08-21,Google Ads
500,Chile,2022-11-09,Google Ads
501,Argentina,2023-05-03,Facebook
502,Chile,2022-12-08,Google Ads
503,México,2022-04-24,Referido
504,Perú,2023-03-12,Referido
505,Perú,2024-02-15,Google Ads
506,México,2024-01-17,Referido
507,Chile,2022-11-13,Google Ads
508,Colombia,2023-12-11,Referido
509,México,2024-02-09,Google Ads
510,México,2023-12-15,Facebook
511,Argentina,2023-02-17,Referido
512,Argentina,2022-01-21,Referido
513,Chile,2023-01-27,Facebook
514,Perú,2023-03-11,Facebook
515,Chile,2022-08-11,Referido
516,Chile,2024-01-22,Orgánico
517,Argentina,2022-11-11,Google Ads
518,Colombia,2022-08-12,Referido
519,Perú,2024-01-21,Orgánico
520,Chile,2023-04-23,Google Ads
521,Argentina,2023-10-30,Referido
522,México,2022-08-03,Orgánico
523,Colombia,2022-01-28,Facebook
524,Argentina,2023-09-22,Orgánico
525,Chile,2022-07-10,Facebook
526,Chile,2022-04-23,Orgánico
527,Colombia,2023-03-01,Referido
528,Colombia,2024-01-18,Facebook
529,Colombia,2023-05-08,Google Ads
530,Argentina,2022-06-12,Referido
531,México,2024-01-31,Facebook
532,Perú,2023-09-23,Facebook
533,Argentina,2023-07-06,Facebook
534,Perú,2023-10-14,Referido
535,Colombia,2023-07-11,Facebook
536,Argentina,2022-02-05,Referido
537,Argentina,2023-07-22,Facebook
538,Chile,2023-11-14,Orgánico
539,México,2022-05-31,Referido
540,Argentina,2022-06-25,Referido
541,Colombia,2022-12-27,Orgánico
542,Argentina,2023-11-25,Facebook
543,Chile,2023-11-29,Google Ads
544,México,2022-04-20,Referido
545,Argentina,2022-12-21,Facebook
546,México,2023-01-19,Google Ads
547,Colombia,2023-10-26,Referido
548,Chile,2022-10-18,Google Ads
549,Chile,2024-01-10,Orgánico
550,México,2022-03-05,Referido
551,Chile,2022-01-20,Referido
552,Argentina,2023-09-10,Orgánico
553,Chile,2022-10-02,Google Ads
554,Chile,2022-11-05,Google Ads
555,Chile,2023-05-08,Google Ads
556,México,2023-04-07,Referido
557,México,2023-07-16,Google Ads
558,México,2022-09-08,Referido
559,Argentina,2022-04-24,Facebook
560,Chile,2023-09-12,Google Ads
561,Colombia,2023-07-10,Facebook
562,México,2024-02-04,Facebook
563,Colombia,2022-02-12,Facebook
564,Colombia,2023-09-09,Facebook
565,Colombia,2023-03-15,Orgánico
566,Perú,2024-03-04,Google Ads
567,Argentina,2024-02-01,Google Ads
568,México,2022-08-08,Google Ads
569,Chile,2024-01-09,Orgánico
570,Perú,2022-01-29,Referido
571,Chile,2023-11-20,Orgánico
572,Perú,2024-01-13,Google Ads
573,Argentina,2023-09-16,Referido
574,Perú,2023-06-06,Referido
575,Chile,2022-01-25,Google Ads
576,Argentina,2022-09-29,Google Ads
577,Colombia,2023-11-26,Facebook
578,Colombia,2023-01-09,Referido
579,Colombia,2024-02-21,Referido
580,Argentina,2024-03-07,Facebook
581,Argentina,2023-06-25,Google Ads
582,Chile,2022-12-26,Google Ads
583,Perú,2023-11-27,Orgánico
584,Colombia,2022-04-09,Facebook
585,Colombia,2022-06-26,Orgánico
586,México,2023-12-19,Orgánico
587,Colombia,2022-01-10,Orgánico
588,Chile,2022-02-26,Referido
589,Argentina,2022-07-31,Facebook
590,Perú,2023-04-13,Google Ads
591,Chile,2022-06-13,Referido
592,Perú,2022-03-25,Google Ads
593,Argentina,2022-03-30,Google Ads
594,Colombia,2023-07-18,Google Ads
595,Argentina,2022-08-10,Google Ads
596,México,2023-08-08,Google Ads
597,Argentina,2023-01-04,Orgánico
598,Chile,2023-08-16,Referido
599,Chile,2022-08-30,Facebook
600,México,2022-11-21,Google Ads
601,México,2023-08-01,Referido
602,México,2023-08-27,Orgánico
603,Perú,2022-03-12,Referido
604,Chile,2023-10-22,Google Ads
605,Chile,2023-05-02,Referido
606,México,2022-05-14,Referido
607,Perú,2022-04-25,Facebook
608,Colombia,2023-09-29,Google Ads
609,México,2023-04-26,Facebook
610,Colombia,2022-08-19,Referido
611,Colombia,2022-04-11,Facebook
612,Perú,2022-01-01,Google Ads
613,Chile,2022-03-26,Facebook
614,Perú,2023-11-06,Google Ads
615,Chile,2023-12-11,Facebook
616,México,2022-06-27,Orgánico
617,México,2023-01-29,Google Ads
618,Argentina,2023-01-28,Referido
619,Colombia,2023-10-03,Referido
620,Colombia,2022-07-04,Referido
621,Argentina,2022-01-03,Referido
622,Perú,2024-03-05,Google Ads
623,Chile,2023-02-14,Orgánico
624,Chile,2022-10-01,Referido
625,Perú,2023-11-26,Referido
626,Perú,2023-03-21,Facebook
627,México,2022-06-10,Facebook
628,Perú,2022-05-06,Facebook
629,Perú,2023-01-27,Google Ads
630,Colombia,2023-10-20,Google Ads
631,Chile,2022-12-31,Referido
632,Colombia,2023-11-04,Referido
633,Colombia,2022-05-20,Google Ads
634,México,2024-01-21,Referido
635,Chile,2022-10-12,Referido
636,Argentina,2022-05-24,Facebook
637,Perú,2022-05-08,Referido
638,México,2023-01-28,Facebook
639,Chile,2022-07-03,Google Ads
640,Argentina,2023-10-17,Google Ads
641,Argentina,2022-08-29,Facebook
642,Colombia,2022-01-31,Referido
643,México,2023-01-11,Facebook
644,Perú,2022-05-07,Google Ads
645,Argentina,2022-04-23,Facebook
646,Argentina,2022-05-05,Referido
647,Colombia,2022-10-16,Referido
648,Perú,2022-07-15,Google Ads
649,Perú,2022-01-09,Google Ads
650,Chile,2023-09-17,Referido
651,Colombia,2022-12-02,Referido
652,Perú,2022-11-03,Google Ads
653,Chile,2022-05-31,Facebook
654,Perú,2022-05-13,Facebook
655,Chile,2023-11-11,Referido
656,México,2022-02-19,Referido
657,Chile,2023-07-16,Google Ads
658,Chile,2022-09-24,Orgánico
659,Chile,2022-06-14,Facebook
660,Chile,2022-05-08,Referido
661,Chile,2023-10-09,Orgánico
662,Perú,2022-04-26,Referido
663,Perú,2023-11-02,Google Ads
664,México,2022-08-30,Orgánico
665,Colombia,2022-04-25,Referido
666,Colombia,2022-06-05,Orgánico
667,Argentina,2022-02-14,Referido
668,Colombia,2022-12-11,Google Ads
669,Perú,2024-01-21,Referido
670,Colombia,2022-11-23,Orgánico
671,México,2023-04-22,Google Ads
672,Perú,2023-02-02,Referido
673,Argentina,2023-07-12,Google Ads
674,Colombia,2022-05-09,Orgánico
675,Colombia,2022-02-22,Google Ads
676,México,2022-12-15,Orgánico
677,Chile,2023-02-14,Facebook
678,Chile,2023-09-02,Google Ads
679,Colombia,2022-07-07,Facebook
680,Perú,2022-07-26,Facebook
681,Perú,2023-09-03,Google Ads
682,Perú,2023-04-18,Google Ads
683,Argentina,2023-08-18,Facebook
684,Perú,2023-06-20,Orgánico
685,México,2022-08-16,Referido
686,México,2022-10-31,Facebook
687,Chile,2022-05-16,Orgánico
688,Colombia,2022-06-20,Referido
689,Colombia,2022-12-11,Facebook
690,Colombia,2022-03-08,Google Ads
691,Perú,2022-02-25,Google Ads
692,Argentina,2022-06-26,Facebook
693,México,2023-04-10,Orgánico
694,Perú,2023-01-20,Referido
695,Chile,2023-07-22,Referido
696,Chile,2022-03-19,Orgánico
697,Colombia,2023-03-13,Referido
698,Perú,2024-01-27,Facebook
699,México,2023-04-18,Referido
700,Colombia,2023-09-25,Google Ads
701,Colombia,2022-06-09,Facebook
702,Colombia,2022-02-13,Facebook
703,México,2024-02-08,Facebook
704,Colombia,2022-07-22,Google Ads
705,Colombia,2023-05-19,Google Ads
706,México,2022-10-31,Referido
707,Argentina,2024-02-29,Google Ads
708,Chile,2022-12-11,Google Ads
709,Argentina,2022-01-10,Referido
710,Chile,2023-03-22,Referido
711,Chile,2023-04-08,Referido
712,México,2023-09-22,Google Ads
713,Colombia,2022-11-30,Facebook
714,Perú,2023-02-04,Google Ads
715,Colombia,2024-02-04,Google Ads
716,Argentina,2022-02-03,Referido
717,México,2022-08-06,Orgánico
718,Argentina,2022-10-28,Google Ads
719,Chile,2022-10-14,Facebook
720,Perú,2022-11-22,Google Ads
721,Chile,2022-09-03,Google Ads
722,Argentina,2023-02-26,Orgánico
723,Perú,2023-11-02,Facebook
724,Colombia,2022-12-16,Orgánico
725,Chile,2022-02-28,Google Ads
726,Chile,2022-04-07,Orgánico
727,México,2024-02-26,Referido
728,Perú,2023-05-19,Referido
729,Chile,2023-02-17,Orgánico
730,Chile,2023-12-16,Google Ads
731,Chile,2022-09-14,Facebook
732,Colombia,2022-11-07,Facebook
733,Perú,2023-08-21,Orgánico
734,Colombia,2022-05-13,Google Ads
735,Colombia,2022-10-31,Orgánico
736,México,2023-03-21,Facebook
737,Argentina,2023-11-12,Google Ads
738,México,2022-01-31,Referido
739,Chile,2024-02-13,Google Ads
740,Perú,2022-04-18,Orgánico
741,Perú,2023-12-22,Google Ads
742,Perú,2023-11-17,Referido
743,Perú,2022-02-23,Referido
744,Colombia,2022-02-07,Facebook
745,Chile,2023-05-02,Google Ads
746,Colombia,2022-07-27,Orgánico
747,Chile,2022-06-09,Google Ads
748,Perú,2023-08-01,Referido
749,Colombia,2022-11-30,Orgánico
750,Chile,2023-08-01,Orgánico
751,Perú,2023-05-03,Referido
752,México,2023-07-27,Google Ads
753,México,2022-11-01,Orgánico
754,Colombia,2022-01-31,Facebook
755,Argentina,2022-05-07,Google Ads
756,Argentina,2023-04-13,Google Ads
757,Colombia,2022-09-19,Referido
758,Argentina,2022-06-23,Google Ads
759,Chile,2023-09-15,Orgánico
760,México,2023-10-21,Referido
761,México,2024-02-01,Facebook
762,Chile,2022-08-14,Facebook
763,Argentina,2023-05-02,Facebook
764,Perú,2022-05-17,Referido
