user_id,fecha_evento,tipo_evento,dispositivo
19,2024-05-24,login,Android
19,2023-07-02,compra,Android
19,2023-05-22,compra,iOS
19,2023-10-27,compra,iOS
20,2023-01-18,login,Web
20,2023-03-01,compra,iOS
20,2024-05-27,login,Android
20,2023-03-18,login,Android
20,2023-10-12,login,Android
20,2024-06-21,login,Web
20,2023-02-08,cancelacion,Android
20,2024-06-17,login,Web
20,2023-06-17,compra,iOS
21,2023-10-30,login,Android
21,2023-06-09,compra,Android
22,2023-02-12,login,Web
22,2024-03-10,compra,iOS
23,2023-04-04,compra,Android
23,2023-05-31,login,Android
23,2023-01-03,compra,Android
23,2023-04-29,login,Android
23,2023-07-31,login,Web
23,2024-05-18,compra,Web
24,2023-05-23,compra,Web
24,2023-10-26,login,Android
24,2024-06-05,login,iOS
24,2023-01-21,compra,Android
24,2023-06-05,login,Android
24,2023-01-20,cancelacion,Web
24,2024-01-28,login,Web
24,2023-04-30,cancelacion,Web
25,2024-01-06,login,iOS
25,2024-03-30,compra,Web
25,2023-01-14,login,iOS
25,2023-02-17,login,iOS
25,2024-08-20,login,Android
26,2023-11-30,compra,Android
26,2023-06-04,login,iOS
26,2023-12-26,login,Android
26,2023-03-17,compra,Web
26,2024-06-07,compra,Web
26,2023-06-01,login,iOS
26,2023-02-10,login,iOS
27,2023-10-23,compra,Android
27,2023-05-28,login,iOS
27,2024-03-05,cancelacion,Web
27,2023-02-28,compra,iOS
27,2024-05-13,compra,iOS
27,2024-05-12,login,Web
28,2023-01-07,login,iOS
28,2023-01-04,compra,Web
28,2023-12-25,login,Android
28,2023-09-01,login,iOS
29,2023-10-26,login,iOS
29,2024-02-04,compra,Web
29,2023-10-17,login,Android
29,2023-12-12,login,Web
29,2024-08-18,login,iOS
29,2023-06-03,login,Android
29,2024-07-19,compra,iOS
30,2023-01-06,login,Web
30,2023-01-01,compra,iOS
30,2023-12-22,login,iOS
31,2024-06-20,compra,Android
31,2023-03-29,login,Android
31,2023-05-31,login,iOS
31,2023-01-22,compra,Android
32,2023-10-02,login,Android
32,2024-03-05,login,iOS
32,2024-04-21,login,Web
32,2023-11-02,login,iOS
32,2024-05-16,login,Android
32,2024-05-14,login,Android
33,2023-10-30,login,Web
33,2024-06-30,login,Android
33,2023-03-13,login,Web
33,2023-02-21,login,iOS
33,2024-08-07,login,Web
33,2023-01-20,login,Web
34,2024-07-27,login,Web
34,2023-11-15,login,iOS
34,2024-05-25,compra,Android
35,2023-01-05,login,Android
35,2023-07-17,compra,Web
35,2023-11-04,compra,iOS
35,2023-05-26,compra,Web
35,2024-05-23,login,iOS
35,2024-03-08,login,Web
36,2024-02-28,login,Android
36,2024-06-13,login,Web
36,2023-03-08,compra,Web
36,2024-01-01,login,iOS
36,2024-01-06,compra,Web
36,2024-04-05,login,iOS
37,2023-06-11,login,Web
37,2024-02-22,compra,Android
37,2023-06-11,login,iOS
37,2023-07-19,compra,Web
37,2024-08-17,compra,iOS
37,2023-11-28,login,iOS
38,2024-03-18,compra,Android
38,2023-03-31,compra,Android
38,2024-06-21,compra,iOS
38,2023-02-15,compra,iOS
38,2023-08-11,login,Android
38,2023-04-08,login,Android
38,2024-03-28,compra,iOS
38,2023-06-20,login,Web
38,2023-10-14,login,Web
39,2024-05-22,login,Android
39,2024-08-03,login,Web
40,2024-01-08,login,Web
40,2023-10-16,login,Android
41,2023-06-27,compra,iOS
41,2023-06-06,login,iOS
41,2024-04-11,login,Web
41,2023-09-30,login,Android
41,2024-06-15,cancelacion,Web
42,2024-07-24,login,Android
42,2023-03-04,login,iOS
42,2024-02-28,login,Web
42,2023-10-10,login,iOS
42,2023-10-15,login,Web
42,2024-04-14,compra,iOS
42,2023-05-05,compra,iOS
42,2024-03-22,compra,Android
42,2024-08-01,login,iOS
43,2023-03-16,login,Web
43,2023-10-07,login,Android
43,2024-07-30,login,Web
43,2024-03-01,login,Android
43,2024-08-05,compra,Web
43,2023-08-06,compra,iOS
43,2024-04-28,compra,Web
43,2023-07-28,login,Android
44,2023-08-29,login,Web
44,2023-02-14,cancelacion,Web
44,2024-08-16,compra,iOS
44,2023-05-12,login,Android
44,2024-04-01,login,Android
45,2023-08-13,login,Android
45,2023-02-01,compra,Android
45,2024-06-03,cancelacion,Android
45,2024-05-31,login,iOS
45,2023-07-17,login,Android
45,2024-08-11,compra,Android
45,2024-02-17,login,iOS
45,2023-08-27,compra,Android
45,2024-07-23,login,iOS
45,2023-07-07,login,Web
45,2023-09-16,compra,iOS
45,2024-05-20,login,Android
45,2023-11-09,login,Android
46,2023-03-23,cancelacion,Android
46,2023-02-20,compra,iOS
46,2024-08-16,cancelacion,Web
46,2024-07-06,login,Web
46,2023-04-21,login,Android
46,2023-12-28,login,iOS
46,2024-01-09,login,Web
46,2023-11-19,login,Web
46,2023-06-21,login,Android
47,2023-09-07,login,iOS
47,2023-01-01,login,Android
48,2024-03-19,login,Web
48,2023-04-15,login,Android
48,2024-03-13,cancelacion,Web
49,2023-09-09,login,Web
49,2024-07-28,login,Android
49,2023-03-06,login,Web
49,2023-01-14,compra,iOS
50,2024-06-04,compra,Web
50,2024-07-19,login,iOS
50,2023-10-18,cancelacion,Android
50,2023-07-03,login,iOS
51,2024-03-21,login,Web
51,2023-07-12,login,Android
51,2023-08-20,login,Web
51,2023-11-17,login,Android
52,2023-04-05,login,Android
52,2024-02-11,login,Web
52,2023-12-27,compra,Web
52,2023-04-27,login,Web
52,2023-06-28,cancelacion,iOS
52,2024-01-15,cancelacion,iOS
52,2023-06-15,login,Android
53,2023-08-17,login,iOS
53,2023-05-26,login,Web
53,2023-07-15,compra,iOS
54,2023-09-03,compra,Android
54,2023-10-27,compra,iOS
54,2024-03-20,compra,iOS
55,2023-05-23,cancelacion,Android
55,2023-06-18,login,Web
55,2023-09-26,login,iOS
55,2023-07-21,login,iOS
55,2023-10-19,login,Web
55,2024-08-15,login,Web
55,2023-11-26,compra,Android
55,2024-05-02,login,Web
55,2023-09-10,compra,iOS
55,2024-06-24,login,iOS
56,2023-02-24,cancelacion,iOS
56,2023-03-16,login,Web
56,2023-05-04,login,iOS
56,2024-05-24,login,Android
56,2023-10-16,login,Web
56,2024-01-22,compra,iOS
56,2024-06-15,compra,Web
57,2023-07-31,compra,Web
57,2024-06-16,compra,iOS
57,2024-07-30,login,iOS
57,2023-05-08,login,Web
57,2024-05-05,cancelacion,iOS
57,2023-06-27,login,Web
57,2024-04-10,compra,Web
57,2023-10-30,compra,Android
58,2023-10-24,login,Web
58,2024-07-01,login,Web
58,2024-01-15,login,Web
58,2023-11-30,compra,iOS
58,2024-06-26,compra,Android
59,2023-05-07,login,iOS
59,2024-01-13,login,Android
59,2024-02-13,login,iOS
59,2023-01-06,compra,Android
59,2024-04-07,login,iOS
59,2024-05-16,login,Web
60,2023-04-24,compra,iOS
60,2023-01-24,login,iOS
60,2024-04-19,compra,Web
60,2023-06-07,login,Android
60,2024-04-04,compra,iOS
61,2023-01-12,login,iOS
61,2023-06-21,compra,iOS
61,2023-11-27,login,Web
61,2024-03-05,compra,Web
62,2024-06-21,compra,iOS
62,2023-07-05,compra,Android
62,2023-10-06,login,iOS
62,2023-12-12,compra,Android
62,2023-01-23,login,iOS
63,2023-01-15,login,Android
63,2023-02-18,login,Android
63,2023-06-09,compra,Android
63,2023-11-06,login,iOS
63,2023-05-19,compra,Web
63,2024-08-10,compra,iOS
64,2023-01-12,compra,Web
64,2023-11-27,compra,Web
64,2023-11-28,login,Android
64,2023-02-22,login,Android
64,2024-03-06,compra,Web
65,2023-08-15,login,iOS
65,2024-01-02,login,iOS
65,2023-10-01,login,Android
65,2024-05-12,login,iOS
65,2023-11-07,login,iOS
65,2023-08-06,compra,iOS
65,2023-11-17,login,iOS
66,2024-04-11,compra,iOS
66,2023-12-30,login,iOS
66,2024-06-22,compra,iOS
66,2023-06-16,compra,iOS
66,2023-11-05,compra,iOS
66,2023-05-16,login,iOS
66,2023-03-20,compra,Android
68,2024-02-18,login,Android
68,2023-10-22,compra,iOS
68,2023-06-16,login,Android
68,2024-07-26,compra,Web
69,2023-01-12,login,Android
69,2024-03-19,compra,Android
69,2023-05-06,login,Android
69,2023-06-03,compra,Android
69,2023-02-01,login,Web
70,2024-01-22,login,Android
70,2024-06-28,login,Android
70,2023-08-12,login,Web
71,2023-09-22,compra,iOS
71,2023-03-21,login,Android
72,2023-03-14,compra,Android
72,2023-02-12,compra,Web
72,2023-11-19,compra,Android
72,2024-05-28,login,iOS
72,2023-08-16,compra,Android
73,2023-06-16,login,Web
73,2023-07-03,login,Android
73,2024-07-05,login,Android
74,2024-02-19,compra,iOS
74,2023-10-10,login,iOS
74,2023-08-03,compra,Web
75,2024-03-15,compra,iOS
75,2023-08-07,compra,Web
75,2024-07-09,login,Android
75,2023-04-19,compra,Web
75,2023-11-21,compra,Android
75,2023-12-25,login,Web
76,2024-08-18,login,iOS
76,2024-03-03,compra,Web
76,2024-08-14,login,Android
76,2023-09-30,compra,iOS
76,2024-02-06,login,iOS
77,2024-04-27,compra,Android
77,2023-04-04,login,iOS
77,2023-12-19,login,Web
77,2023-08-16,login,iOS
77,2023-05-31,compra,Android
77,2023-08-15,login,Android
77,2023-06-05,compra,Web
78,2024-03-23,login,Android
78,2024-06-25,login,Android
78,2023-09-01,compra,Android
79,2024-02-11,login,Android
79,2024-02-25,compra,Web
79,2023-01-05,login,iOS
79,2024-03-27,login,Android
79,2024-05-07,login,iOS
79,2023-10-15,login,Web
80,2023-06-20,compra,Web
80,2024-03-05,login,Web
80,2023-06-06,compra,Android
81,2024-05-13,login,Web
81,2023-02-20,login,iOS
81,2024-06-06,login,Android
81,2023-01-17,compra,iOS
81,2023-02-28,login,Android
82,2023-09-05,login,Android
82,2023-01-13,compra,Web
82,2024-05-15,login,Web
82,2024-04-04,compra,Android
82,2023-07-14,login,iOS
83,2023-01-10,compra,Web
83,2023-03-13,login,Android
83,2023-02-01,login,iOS
83,2024-02-11,compra,iOS
84,2024-01-03,compra,Android
84,2023-05-31,login,Web
84,2023-11-30,login,Web
85,2023-05-27,login,Web
85,2024-05-29,cancelacion,Android
85,2024-01-01,login,Web
85,2024-02-20,compra,Android
85,2024-01-04,login,Web
85,2023-08-22,compra,Web
85,2023-05-01,compra,Web
85,2024-03-31,login,Android
86,2023-08-14,login,Android
86,2024-02-25,compra,iOS
86,2024-05-13,login,iOS
86,2024-04-16,compra,Android
86,2023-07-14,login,Web
86,2023-02-10,compra,iOS
86,2023-10-09,compra,iOS
86,2024-03-10,login,Android
86,2023-05-21,compra,Android
87,2023-01-08,compra,iOS
87,2023-03-03,compra,iOS
87,2024-06-15,compra,Web
87,2024-05-15,login,Android
87,2023-07-04,login,Android
87,2023-11-11,login,Android
87,2023-10-17,login,Android
88,2023-06-04,login,Web
88,2024-06-08,cancelacion,Android
88,2024-06-20,login,Android
88,2023-06-01,login,iOS
89,2024-04-28,compra,Android
89,2023-02-22,login,Android
89,2023-09-12,compra,Web
89,2023-06-28,login,Web
89,2023-12-27,login,Android
89,2023-08-07,compra,iOS
90,2024-07-15,login,Android
90,2023-11-22,login,Web
90,2023-07-04,login,Android
90,2023-04-27,login,Web
90,2023-07-09,login,Web
91,2024-06-29,login,Android
91,2023-08-21,login,Android
91,2023-11-12,login,Android
91,2023-01-02,compra,Android
91,2023-07-22,login,Web
92,2024-02-11,login,Android
92,2023-05-13,login,Web
92,2023-05-28,compra,iOS
92,2024-05-22,login,Web
92,2023-04-12,compra,Web
92,2024-01-01,login,Android
92,2023-01-04,compra,Web
93,2023-03-08,compra,Web
93,2024-01-31,compra,Web
93,2023-07-12,compra,Android
93,2023-11-30,login,Web
93,2023-10-16,login,Web
93,2024-08-17,compra,Web
93,2024-08-07,login,iOS
94,2023-05-22,login,Android
94,2023-02-23,login,iOS
94,2024-02-07,login,Android
94,2023-12-09,compra,iOS
94,2024-05-15,login,Web
94,2024-03-14,login,iOS
95,2023-07-26,login,Web
95,2024-03-17,login,Android
95,2023-04-05,login,Web
95,2023-08-21,compra,Web
96,2023-08-26,compra,iOS
96,2024-06-09,login,Android
97,2023-03-31,compra,iOS
97,2023-01-08,login,iOS
97,2024-03-24,compra,iOS
98,2023-05-18,login,Web
98,2023-02-22,login,iOS
98,2023-09-28,login,iOS
98,2023-04-25,login,Android
99,2023-06-29,login,Web
99,2023-04-08,compra,iOS
100,2023-08-25,login,Web
100,2023-03-31,login,Web
100,2024-07-05,cancelacion,Android
100,2024-02-07,compra,Android
100,2023-06-28,login,Web
101,2023-04-03,cancelacion,Web
101,2023-02-09,login,iOS
101,2024-02-24,cancelacion,Android
102,2024-05-02,compra,iOS
102,2024-05-25,login,Android
102,2024-04-29,login,Android
102,2023-07-24,login,iOS
102,2024-05-04,compra,Android
102,2024-01-15,login,iOS
102,2023-06-21,login,iOS
103,2023-03-06,compra,Web
103,2024-02-12,cancelacion,iOS
103,2023-04-04,login,Web
103,2023-12-15,compra,Android
104,2023-01-11,login,Web
104,2023-07-24,login,Web
104,2023-06-17,compra,iOS
104,2024-07-09,login,Android
104,2023-08-19,compra,iOS
105,2023-04-11,login,iOS
105,2024-02-16,login,Android
105,2024-04-16,login,iOS
105,2023-04-10,login,Android
105,2024-02-11,login,iOS
105,2024-03-12,login,iOS
106,2023-05-31,login,Web
106,2023-05-21,login,Web
106,2023-01-29,login,Web
107,2023-07-20,login,Web
107,2023-05-31,compra,Android
107,2023-03-18,compra,Web
108,2024-05-19,login,Android
108,2023-06-23,login,Android
108,2023-07-23,compra,Android
108,2024-05-29,cancelacion,Web
108,2024-01-18,cancelacion,iOS
108,2023-07-19,login,iOS
108,2023-09-10,compra,iOS
108,2024-04-12,compra,Web
109,2023-06-18,login,Web
109,2024-03-23,login,Web
109,2024-06-02,compra,Android
110,2024-06-11,login,Web
110,2024-06-04,login,Web
110,2023-04-12,compra,Android
110,2024-02-02,login,Web
110,2023-06-03,login,Android
111,2024-08-15,login,Android
111,2023-10-29,login,iOS
111,2023-04-25,login,iOS
111,2023-10-13,login,Web
112,2024-08-02,login,Android
112,2023-07-23,login,Android
112,2024-04-15,login,iOS
113,2023-07-25,compra,iOS
113,2024-06-07,cancelacion,Android
114,2024-02-04,cancelacion,Web
114,2023-10-20,login,Web
114,2023-11-11,compra,Web
114,2023-03-18,compra,Android
115,2024-01-01,compra,iOS
115,2023-12-15,login,iOS
115,2024-01-25,compra,iOS
115,2023-11-01,compra,Android
115,2023-11-09,compra,Android
116,2024-05-19,compra,iOS
116,2024-06-14,login,iOS
116,2024-07-14,compra,iOS
116,2023-08-11,compra,Android
116,2023-06-10,compra,Web
116,2024-01-12,compra,Web
116,2024-01-01,login,iOS
116,2023-04-09,login,Android
117,2023-09-20,compra,Android
117,2023-09-09,login,Web
117,2023-03-12,login,iOS
117,2024-04-16,compra,iOS
117,2024-07-29,login,Android
117,2023-12-19,login,Android
117,2024-01-28,compra,Web
118,2023-02-11,login,Android
118,2024-08-06,compra,iOS
118,2024-01-30,login,iOS
118,2023-02-03,compra,Web
118,2023-02-20,login,Web
118,2024-06-26,login,Web
119,2024-03-03,login,iOS
119,2023-12-23,compra,iOS
119,2024-03-19,login,iOS
119,2024-05-03,login,iOS
119,2024-04-06,login,Android
119,2023-11-05,login,Android
120,2023-06-20,compra,Android
120,2023-01-06,login,iOS
120,2023-04-23,login,Web
120,2023-03-04,compra,Web
121,2023-12-30,cancelacion,iOS
121,2023-11-27,login,iOS
121,2024-05-21,login,Android
121,2023-03-28,login,Web
122,2024-07-21,cancelacion,iOS
122,2023-11-12,compra,iOS
122,2024-05-02,compra,iOS
122,2023-04-17,compra,iOS
122,2024-05-12,compra,Web
122,2023-06-12,compra,Web
122,2024-07-19,compra,Web
122,2024-06-23,login,Web
123,2023-03-03,login,iOS
123,2023-04-24,login,Web
123,2024-01-05,login,Android
123,2024-05-13,login,Web
123,2023-06-21,login,Web
123,2023-09-29,login,iOS
124,2024-03-30,login,Web
124,2023-11-17,login,Android
124,2023-09-08,cancelacion,Android
124,2024-02-16,compra,Web
124,2023-09-09,login,Android
124,2023-08-31,login,iOS
124,2024-02-07,login,Android
124,2023-03-24,login,iOS
125,2024-01-16,compra,iOS
125,2023-11-08,login,iOS
125,2023-08-11,login,iOS
125,2024-03-19,login,Android
125,2024-02-18,login,iOS
126,2024-02-22,login,iOS
127,2023-04-17,compra,iOS
127,2024-02-07,login,Android
127,2023-06-29,login,Android
127,2024-03-20,login,Web
127,2024-05-27,compra,Android
127,2023-07-11,login,Android
128,2024-06-25,compra,Web
129,2024-04-26,cancelacion,Android
129,2024-03-13,cancelacion,Android
129,2024-05-14,login,Android
129,2023-11-19,login,Android
130,2023-04-15,login,iOS
130,2023-07-23,login,iOS
130,2023-12-21,compra,iOS
130,2024-03-23,login,Web
131,2024-03-21,compra,iOS
131,2024-02-01,compra,Android
131,2024-04-10,compra,iOS
131,2023-07-20,login,iOS
131,2023-06-12,login,Android
131,2023-07-27,login,iOS
132,2024-03-22,login,Web
132,2023-01-25,login,iOS
132,2023-01-13,login,Android
132,2023-03-04,compra,Web
132,2023-05-18,login,Android
132,2023-12-31,login,Web
133,2023-04-17,login,iOS
133,2023-04-19,compra,iOS
133,2024-02-04,login,Android
133,2024-08-22,compra,Web
134,2023-03-20,compra,iOS
134,2024-01-29,compra,iOS
134,2023-06-21,login,iOS
134,2023-01-13,compra,Web
134,2024-08-01,compra,Web
134,2023-04-01,compra,iOS
134,2023-05-26,login,iOS
134,2024-02-24,compra,Web
134,2023-05-10,login,Android
134,2023-12-19,login,Android
135,2023-03-01,login,iOS
135,2024-04-02,compra,iOS
135,2024-07-04,login,iOS
135,2023-09-27,compra,Android
135,2023-12-24,login,Web
135,2024-03-29,login,Web
136,2023-03-04,compra,Android
136,2024-05-01,login,Android
136,2023-07-21,login,Android
136,2024-02-25,login,iOS
137,2023-04-12,cancelacion,iOS
137,2024-05-24,login,Web
137,2023-01-16,compra,Web
137,2024-02-22,compra,iOS
137,2023-11-19,cancelacion,iOS
137,2023-11-23,login,iOS
138,2023-02-05,login,Web
138,2023-05-18,compra,Web
138,2024-06-26,login,iOS
138,2023-11-08,login,Web
138,2024-03-17,login,iOS
139,2024-03-21,login,Android
139,2024-07-05,compra,Web
140,2023-08-05,compra,Android
140,2023-12-21,compra,Web
141,2024-04-05,compra,Android
141,2023-06-06,login,Web
141,2024-01-22,compra,Android
141,2024-01-07,cancelacion,Web
141,2023-10-19,compra,Android
142,2023-09-14,login,Android
142,2023-08-19,login,Android
142,2024-02-22,compra,iOS
142,2023-05-04,login,iOS
142,2023-03-10,compra,Web
142,2024-05-07,login,iOS
142,2024-08-10,login,Android
142,2024-03-08,compra,Android
143,2023-09-17,login,iOS
143,2023-10-08,compra,iOS
143,2023-06-22,compra,Web
143,2023-04-16,login,iOS
143,2023-04-22,login,Android
143,2023-10-18,compra,Web
143,2024-01-04,login,Web
143,2024-05-01,login,Android
143,2023-08-22,compra,iOS
143,2023-05-19,login,Web
143,2023-11-05,compra,iOS
143,2023-11-18,login,Web
145,2023-11-14,login,Android
145,2023-02-26,login,iOS
145,2024-04-09,compra,Android
145,2023-03-28,login,Android
146,2023-01-27,login,Android
147,2023-05-31,login,iOS
147,2023-02-06,login,iOS
147,2023-01-14,login,iOS
147,2023-01-05,compra,Web
147,2024-04-02,compra,Android
147,2023-09-03,compra,Android
147,2023-01-02,compra,iOS
148,2023-05-27,compra,iOS
148,2024-03-08,login,iOS
148,2023-03-17,login,Android
148,2023-05-18,compra,Android
148,2023-06-16,login,Android
148,2023-10-02,login,Web
148,2024-05-05,login,Android
148,2023-07-25,compra,iOS
148,2023-03-20,compra,Web
148,2023-02-04,login,iOS
149,2024-02-03,login,iOS
149,2023-12-20,login,iOS
149,2024-08-12,login,iOS
149,2023-09-15,cancelacion,Web
149,2023-05-06,compra,Web
149,2023-09-15,login,iOS
150,2023-11-06,compra,Android
150,2023-05-19,login,iOS
150,2024-06-26,compra,iOS
150,2024-05-12,login,Web
151,2023-01-27,login,Android
151,2023-03-26,login,iOS
151,2023-08-03,compra,iOS
151,2023-10-18,compra,Web
152,2024-01-31,login,iOS
152,2023-05-27,login,Web
152,2023-02-08,login,Web
152,2024-05-04,compra,Android
153,2023-08-28,login,Android
153,2023-12-01,compra,Android
153,2023-04-05,compra,Android
153,2023-02-26,login,Android
154,2023-12-17,compra,Web
154,2024-07-08,login,Web
154,2023-12-02,compra,iOS
154,2023-10-26,compra,iOS
154,2023-05-13,cancelacion,Android
154,2023-07-31,login,Web
155,2023-03-03,login,Android
155,2023-04-27,login,Web
155,2023-09-27,login,iOS
155,2023-07-10,login,Web
155,2024-03-24,login,Web
155,2023-02-12,compra,Android
156,2023-07-28,compra,iOS
156,2023-12-12,login,Android
156,2023-08-10,compra,Android
156,2024-02-18,compra,Android
157,2023-12-05,login,Web
157,2023-01-19,login,iOS
157,2023-05-19,cancelacion,Web
157,2024-07-18,login,Web
158,2023-04-06,login,Web
158,2024-06-09,compra,Web
158,2023-02-06,compra,iOS
158,2024-04-28,login,Android
158,2023-11-25,login,Web
158,2023-01-09,compra,iOS
158,2024-04-15,compra,Android
158,2024-03-28,compra,Android
158,2023-03-14,login,Web
159,2023-08-22,login,Android
159,2024-04-12,compra,iOS
159,2024-04-16,compra,Web
159,2023-01-01,cancelacion,Android
159,2023-12-22,compra,Android
159,2023-11-08,login,Android
160,2024-03-27,compra,Android
160,2024-01-08,login,Web
160,2023-01-10,login,Android
160,2024-02-06,compra,Android
160,2023-06-02,login,iOS
160,2024-06-03,login,Web
161,2023-09-13,login,iOS
161,2023-06-14,login,iOS
161,2023-05-02,compra,iOS
161,2023-08-05,compra,Web
161,2024-04-15,compra,Web
161,2023-04-08,login,Android
162,2023-04-17,login,iOS
162,2024-05-17,compra,Android
162,2023-01-23,compra,iOS
162,2023-01-24,compra,Web
163,2023-08-26,compra,iOS
163,2024-03-02,compra,Web
164,2024-03-22,login,Android
164,2023-09-05,login,Web
164,2024-03-05,login,Android
164,2023-05-25,compra,Android
164,2024-03-13,compra,iOS
165,2024-02-07,compra,Web
165,2023-04-18,compra,Android
166,2024-02-07,login,Web
166,2023-09-11,login,Web
166,2023-08-30,login,Web
166,2023-01-13,compra,Web
166,2023-10-03,login,iOS
166,2024-07-22,login,Web
167,2024-04-20,compra,iOS
167,2023-01-03,cancelacion,Web
167,2024-08-12,login,iOS
167,2023-08-22,compra,Android
168,2023-10-20,login,iOS
168,2023-03-03,compra,Web
168,2023-02-21,compra,iOS
168,2023-07-16,login,Web
168,2023-03-20,login,Android
169,2023-12-01,login,Web
169,2024-02-22,login,Web
169,2023-01-02,login,iOS
169,2023-02-02,login,Android
169,2024-01-05,login,Web
170,2023-10-14,compra,Android
170,2023-01-25,compra,Android
171,2023-09-17,login,Android
171,2023-08-19,compra,Android
171,2024-07-17,login,Android
171,2023-02-23,compra,Web
171,2023-10-30,login,Android
171,2023-03-20,login,Android
172,2023-11-05,compra,Web
172,2023-04-04,compra,Web
172,2024-02-16,login,Android
172,2023-07-23,login,Web
172,2024-01-11,compra,Web
172,2023-09-17,login,iOS
173,2024-05-29,compra,iOS
173,2024-04-16,login,iOS
173,2023-02-05,login,Web
173,2023-02-10,compra,Android
173,2024-01-29,compra,iOS
173,2023-08-05,login,iOS
173,2023-03-28,login,Web
174,2023-06-25,compra,Android
174,2024-05-18,cancelacion,iOS
174,2023-03-07,login,iOS
174,2023-01-26,login,Android
175,2023-01-16,cancelacion,Web
175,2023-10-22,login,iOS
175,2023-10-16,login,Web
175,2023-09-11,compra,iOS
176,2023-11-08,login,iOS
176,2023-08-03,login,Web
176,2023-03-07,cancelacion,Android
176,2024-05-17,login,Web
176,2023-08-28,login,Android
176,2023-07-24,login,iOS
176,2023-12-27,compra,Android
177,2023-04-17,compra,iOS
177,2024-04-22,compra,Web
177,2023-06-22,login,Android
177,2023-02-26,compra,iOS
177,2024-01-02,compra,iOS
177,2023-09-17,login,iOS
177,2023-11-16,login,Android
177,2023-03-03,login,Web
178,2023-06-13,login,iOS
178,2023-01-16,compra,iOS
178,2023-10-21,login,Web
178,2024-03-07,login,iOS
178,2024-03-26,cancelacion,Android
178,2023-03-20,compra,Android
178,2023-09-18,login,iOS
178,2023-11-24,login,iOS
179,2023-02-27,login,Web
179,2023-04-18,login,Web
179,2023-09-25,compra,iOS
179,2024-04-11,login,Android
180,2023-07-25,compra,Web
180,2024-01-15,login,iOS
180,2024-01-27,cancelacion,Web
180,2023-08-05,cancelacion,iOS
180,2024-06-01,login,iOS
180,2024-01-09,cancelacion,iOS
180,2023-08-09,compra,Web
181,2023-07-15,login,Android
181,2023-08-01,compra,iOS
181,2023-02-19,cancelacion,Web
181,2023-02-13,login,iOS
182,2023-07-24,compra,iOS
183,2023-10-31,compra,Web
183,2023-12-06,login,iOS
183,2024-06-12,login,iOS
183,2024-04-19,login,Web
184,2024-04-13,login,Web
